players_recieved,post_date,count
"GARLAND, CONOR",2023-05-11,10
"LAFRENIA RE, ALEXIS ",2023-05-10,9
"SCHMALTZ, NICK",2023-05-24,9
2023 2ND (TOR),2023-05-13,9
"YAMAMOTO, KAILER",2023-06-13,9
2023 1ST (WPG),2023-06-05,9
"DUBOIS, PIERRE-LUC ",2023-04-27,9
"YAMAMOTO, KAILER",2023-06-01,9
"YAMAMOTO, KAILER",2023-06-18,9
"ARVIDSSON, VIKTOR",2023-06-12,9
"YAMAMOTO, KAILER",2023-06-17,9
2023 1ST (MTL),2023-05-09,9
"SCHMALTZ, NICK",2023-06-13,9
"DURZI, SEAN",2023-05-19,9
"DURZI, SEAN",2023-05-17,9
"DUBOIS, PIERRE-LUC ",2023-04-24,9
2023 1ST (VAN),2023-06-19,9
2023 2ND (TOR),2023-06-07,9
"ARVIDSSON, VIKTOR",2023-06-13,9
2023 2ND (LAK),2023-05-20,9
"SCHMALTZ, NICK",2023-06-14,9
"SCHMALTZ, NICK",2023-06-15,9
"PROVOROV, IVAN",2023-05-18,9
"PEEKE, ANDREW",2023-06-18,9
2023 3RD (WPG),2023-06-19,9
"NEWHOOK, ALEX ",2023-06-14,9
2023 2ND (PHI),2023-06-19,9
2023 2ND (PHI),2023-06-16,9
2023 2ND (PHI),2023-06-15,9
2023 2ND (PHI),2023-06-14,9
2023 1ST (LAK),2023-05-26,9
"GARLAND, CONOR",2023-06-16,9
2023 2ND (BOS),2023-05-31,9
"LAFRENIA RE, ALEXIS ",2023-06-05,9
"GARLAND, CONOR",2023-06-13,9
"COLTON, ROSS ",2023-06-16,9
2023 1ST (LAK),2023-05-15,9
"MANTHA, ANTHONY",2023-05-10,9
2023 2ND (LAK),2023-05-19,9
"LAFRENIA RE, ALEXIS ",2023-05-13,9
2023 2ND (STL),2023-06-09,9
2025 2ND (WPG),2023-06-07,9
2023 2ND (TBL),2023-05-24,9
"NECAS, MARTIN",2023-05-26,9
"PETERSEN, CAL",2023-06-05,9
2024 2ND (VAN),2023-05-15,9
"PETERSEN, CAL",2023-06-04,9
2024 3RD (VGK),2023-06-15,9
"MANTHA, ANTHONY",2023-06-03,9
"PETERSEN, CAL",2023-05-12,9
"DUBOIS, PIERRE-LUC ",2023-05-23,9
"MANTHA, ANTHONY",2023-06-15,9
"MANTHA, ANTHONY",2023-06-11,9
"DUBOIS, PIERRE-LUC ",2023-05-29,9
"LUUKKONEN, UKKO-PEKKA",2023-06-15,9
"PETERSEN, CAL",2023-05-29,9
2023 1ST (CAR),2023-06-09,9
2023 1ST (VAN),2023-06-11,9
2023 1ST (PIT),2023-05-24,9
2023 1ST (PIT),2023-05-12,9
"GOODROW, BARCLAY",2023-05-26,9
"MARNER, MITCHELL",2023-05-08,9
2023 1ST (PIT),2023-05-17,9
2023 1ST (PIT),2023-05-18,9
2023 1ST (BUF),2023-06-06,9
"VLADAR, DANIEL",2023-06-09,9
2024 2ND (PHI),2023-06-17,9
"SAROS, JUUSE",2023-06-14,9
"VLADAR, DANIEL",2023-06-08,9
2023 1ST (BUF),2023-06-11,9
2023 2ND (WSH),2023-06-12,9
2023 1ST (BUF),2023-06-19,9
2023 3RD (NJD),2023-06-19,9
2023 2ND (WSH),2023-05-15,9
2023 3RD (NJD),2023-06-18,9
"SAROS, JUUSE",2023-06-17,9
2024 3RD (VGK),2023-05-15,9
"MYERS, TYLER",2023-05-12,9
2024 2ND (NYI),2023-06-16,9
2023 1ST (NYI),2023-06-18,9
2023 1ST (NYI),2023-06-17,9
"CARLO, BRANDON",2023-06-10,9
2023 1ST (NYI),2023-06-14,9
2024 2ND (OTT),2023-05-15,9
"MCBAIN, JACK ",2023-06-18,9
"MURRAY, MATT",2023-05-16,9
2023 1ST (NYI),2023-05-30,9
"REILLY, MIKE",2023-06-09,9
2023 1ST (OTT),2023-05-26,9
2024 2ND (PHI),2023-05-31,9
2023 3RD (PHI),2023-06-17,9
"DURZI, SEAN",2023-06-04,9
"MURRAY, MATT",2023-05-27,9
2023 1ST (BOS),2023-06-10,9
"HART, CARTER",2023-05-30,9
2023 3RD (NJD),2023-06-16,9
"MYERS, TYLER",2023-05-24,9
"DUBOIS, PIERRE-LUC ",2023-04-19,9
2023 2ND (VAN),2023-06-07,9
2023 1ST (CAR),2023-05-27,9
"KELLER, CLAYTON",2023-06-09,9
2024 2ND (EDM),2023-05-17,9
"DRURY, JACK",2023-06-11,9
2023 1ST (CAR),2023-06-08,9
"KELLER, CLAYTON",2023-06-17,9
"GARLAND, CONOR",2023-05-31,9
2023 1ST (CAR),2023-06-11,9
2023 1ST (CAR),2023-05-26,9
2023 1ST (TBL),2023-06-19,9
"SCHEIFELE, MARK",2023-05-20,9
2023 2ND (VAN),2023-05-24,9
2023 1ST (VAN),2023-05-13,9
2023 3RD (MIN),2023-06-13,9
"DUBOIS, PIERRE-LUC ",2023-04-14,9
2023 1ST (VAN),2023-06-03,9
2024 2ND (PIT),2023-06-15,9
2023 1ST (SJS),2023-06-14,9
"MYERS, TYLER",2023-05-28,9
"MYERS, TYLER",2023-06-10,9
2023 3RD (NJD),2023-06-05,9
"HART, CARTER",2023-06-15,9
2023 3RD (NJD),2023-06-02,9
2024 2ND (PIT),2023-05-18,9
2023 3RD (PIT),2023-05-18,9
"HART, CARTER",2023-06-17,9
"MATTHEWS, AUSTON",2023-05-23,9
"LAFRENIA RE, ALEXIS ",2023-05-07,9
2024 2ND (PIT),2023-06-12,9
2024 2ND (LAK),2023-05-15,9
"MYERS, TYLER",2023-06-13,9
2023 1ST (BOS),2023-05-27,9
"MYERS, TYLER",2023-06-18,9
"GRZELCYK, MATT",2023-06-03,9
"KELLER, CLAYTON",2023-06-06,9
"ZADINA, FILIP",2023-04-14,9
"GARLAND, CONOR",2023-06-03,9
2023 5TH (ANA),2023-06-01,9
"NYLANDER, WILLIAM",2023-05-29,9
"GRANLUND, MIKAEL",2023-06-02,9
"MILLER, J.T.",2023-05-19,9
"WILSON, TOM",2023-05-18,9
2023 1ST (FLA),2023-06-04,9
"BAILEY, JOSH",2023-06-15,9
2023 1ST (FLA),2023-06-06,9
"MILLER, J.T.",2023-06-09,9
"HELLEBUYCK, CONNOR",2023-06-11,9
2023 1ST (FLA),2023-06-09,9
2023 2ND (NYR),2023-05-15,9
2023 2ND (NYR),2023-05-17,9
"TURCOTTE, ALEX",2023-05-30,9
"TURCOTTE, ALEX",2023-06-14,9
"HAYTON, BARRETT",2023-05-19,9
2024 1ST (EDM),2023-06-12,9
"LINDHOLM, ELIAS",2023-05-02,9
"MARNER, MITCHELL",2023-05-21,9
2023 1ST (FLA),2023-06-16,9
"WILSON, TOM",2023-05-13,9
2023 2ND (NYR),2023-05-23,9
"BAILEY, JOSH",2023-05-26,9
2023 2ND (EDM),2023-06-20,9
2023 2ND (EDM),2023-06-18,9
"BOQVIST, ADAM",2023-06-16,9
2023 2ND (EDM),2023-06-16,9
"DEBRINCAT, ALEX ",2023-04-24,9
2023 2ND (DET),2023-06-08,9
"CROUSE, LAWSON",2023-06-15,9
"CROUSE, LAWSON",2023-06-19,9
"LAUGHTON, SCOTT",2023-06-20,9
"CROUSE, LAWSON",2023-06-05,9
"MARNER, MITCHELL",2023-05-14,9
"CROUSE, LAWSON",2023-06-04,9
"KONECNY, TRAVIS",2023-06-19,9
"DEBRINCAT, ALEX ",2023-04-28,9
"HANIFIN, NOAH",2023-05-18,9
2023 2ND (CBJ),2023-06-12,9
"DURZI, SEAN",2023-06-12,9
"LINDHOLM, ELIAS",2023-06-01,9
"DUBE, DILLON",2023-06-17,9
"DUBE, DILLON",2023-06-16,9
"GRANLUND, MIKAEL",2023-06-10,9
"DEBRINCAT, ALEX ",2023-05-04,9
2023 1ST (FLA),2023-05-28,9
"BAILEY, JOSH",2023-05-17,9
2023 3RD (DET),2023-06-14,9
"JOKIHARJU, HENRI",2023-06-16,9
2024 1ST (LAK),2023-05-10,9
2023 2ND (LAK),2023-05-02,9
2024 1ST (LAK),2023-06-05,9
"HELLEBUYCK, CONNOR",2023-05-25,9
2023 2ND (LAK),2023-06-04,9
"NYLANDER, WILLIAM",2023-06-13,9
"NYLANDER, WILLIAM",2023-05-26,9
"COLTON, ROSS ",2023-06-08,9
"NYLANDER, WILLIAM",2023-06-08,9
"HELLEBUYCK, CONNOR",2023-05-29,9
"LAUGHTON, SCOTT",2023-06-05,9
"LILJEGREN, TIMOTHY",2023-05-18,9
2024 1ST (LAK),2023-05-21,9
"LINDHOLM, ELIAS",2023-05-27,9
2024 1ST (LAK),2023-05-30,9
"GOODROW, BARCLAY",2023-06-08,9
"COLTON, ROSS ",2023-06-10,9
2023 2ND (LAK),2023-06-08,9
"DEBRINCAT, ALEX ",2023-05-15,9
"BYFIELD, QUINTON",2023-05-19,9
"LAUGHTON, SCOTT",2023-06-10,9
2023 2ND (LAK),2023-05-18,9
"WILSON, TOM",2023-06-14,9
"NYLANDER, WILLIAM",2023-06-14,9
"GRANLUND, MIKAEL",2023-06-18,9
2024 1ST (EDM),2023-06-19,9
"GARLAND, CONOR",2023-05-30,9
"VEJMELKA, KAREL",2023-06-09,9
"GRANLUND, MIKAEL",2023-06-13,9
"GARLAND, CONOR",2023-05-22,9
"BYFIELD, QUINTON",2023-05-14,9
2023 3RD (CGY),2023-06-06,9
2023 3RD (NJD),2023-06-12,8
"NYLANDER, WILLIAM",2023-06-05,8
2023 2ND (VAN),2023-06-18,8
"DEBRINCAT, ALEX ",2023-04-20,8
2023 3RD (NJD),2023-06-13,8
"BERNARD-DOCKER, JACOB ",2023-06-06,8
"BARABANOV, ALEXANDER",2023-06-15,8
"WILSON, TOM",2023-05-09,8
2023 3RD (PIT),2023-06-06,8
"DEBRINCAT, ALEX ",2023-04-15,8
"GRZELCYK, MATT",2023-06-19,8
"FOUDY, LIAM",2023-06-09,8
"ARVIDSSON, VIKTOR",2023-05-24,8
2023 2ND (DET),2023-06-05,8
"MYERS, TYLER",2023-06-14,8
"FABBRO, DANTE",2023-06-15,8
"GRANLUND, MIKAEL",2023-06-11,8
"ARVIDSSON, VIKTOR",2023-05-25,8
"MYERS, TYLER",2023-06-15,8
"MYERS, TYLER",2023-06-09,8
"WILSON, TOM",2023-05-19,8
"STANLEY, LOGAN ",2023-06-19,8
"HANIFIN, NOAH",2023-06-02,8
"MCDAVID, CONNOR",2023-05-15,8
"BROBERG, PHILIP",2023-06-15,8
"KONECNY, TRAVIS",2023-06-01,8
2023 2ND (MTL),2023-05-19,8
2023 2ND (MTL),2023-05-15,8
2023 3RD (NJD),2023-05-15,8
"MYERS, TYLER",2023-06-11,8
"VEJMELKA, KAREL",2023-06-14,8
"MYERS, TYLER",2023-05-10,8
2025 3RD (COL),2023-06-08,8
"MURRAY, MATT",2023-06-06,8
"GRANLUND, MIKAEL",2023-05-30,8
2023 3RD (CBJ),2023-05-25,8
"BYFIELD, QUINTON",2023-05-21,8
"MURRAY, MATT",2023-06-03,8
"SAROS, JUUSE",2023-05-11,8
"LAUGHTON, SCOTT",2023-05-24,8
2024 2ND (NYI),2023-05-10,8
2024 2ND (NYI),2023-05-12,8
2024 2ND (NYI),2023-05-15,8
2023 2ND (LAK),2023-06-15,8
2024 2ND (NYI),2023-06-04,8
"GOODROW, BARCLAY",2023-06-20,8
2023 2ND (LAK),2023-06-05,8
"LAUGHTON, SCOTT",2023-05-23,8
2023 1ST (OTT),2023-05-20,8
2023 1ST (OTT),2023-05-15,8
"GOODROW, BARCLAY",2023-06-12,8
"ZADINA, FILIP",2023-06-14,8
2023 2ND (LAK),2023-06-01,8
2023 2ND (LAK),2023-05-30,8
"SAROS, JUUSE",2023-04-14,8
2023 2ND (LAK),2023-05-01,8
"SPENCE, JORDAN",2023-05-10,8
"WILSON, TOM",2023-06-17,8
2023 2ND (LAK),2023-05-10,8
2023 2ND (LAK),2023-05-15,8
2023 1ST (PIT),2023-04-16,8
"TOFFOLI, TYLER",2023-05-17,8
"SAROS, JUUSE",2023-06-09,8
2023 2ND (EDM),2023-06-07,8
"GIRARD, SAMUEL",2023-05-15,8
2023 2ND (DET),2023-06-16,8
2025 3RD (EDM),2023-05-15,8
2023 2ND (WSH),2023-06-05,8
2023 2ND (WSH),2023-06-08,8
"DEBRINCAT, ALEX ",2023-05-02,8
2023 2ND (WSH),2023-06-16,8
2023 2ND (WSH),2023-06-19,8
2025 3RD (EDM),2023-06-15,8
"HANIFIN, NOAH",2023-05-14,8
"MURRAY, MATT",2023-06-18,8
"DEMELO, DYLAN",2023-05-17,8
"GRANLUND, MIKAEL",2023-06-03,8
"OLOFSSON, VICTOR",2023-06-13,8
"BARZAL, MATHEW",2023-05-18,8
2023 2ND (EDM),2023-06-13,8
2023 1ST (PIT),2023-05-20,8
"LAUGHTON, SCOTT",2023-05-15,8
"HANIFIN, NOAH",2023-05-11,8
"OLOFSSON, VICTOR",2023-06-18,8
2023 1ST (PIT),2023-05-13,8
"LAUGHTON, SCOTT",2023-05-16,8
"ANDERSSON, RASMUS",2023-05-18,8
2023 1ST (PIT),2023-05-10,8
"ANDERSSON, RASMUS",2023-05-14,8
2023 1ST (PIT),2023-05-08,8
2023 1ST (PIT),2023-05-25,8
2023 1ST (TBL),2023-06-10,8
"BYFIELD, QUINTON",2023-06-13,8
"PESCE, BRETT",2023-06-10,8
"PESCE, BRETT",2023-06-11,8
"COOLEY, LOGAN [RESERVE LIST]",2023-05-20,8
2024 1ST (EDM),2023-06-17,8
2024 1ST (EDM),2023-06-16,8
2023 3RD (VAN),2023-06-09,8
"CAMPBELL, JACK",2023-05-15,8
"MANTHA, ANTHONY",2023-06-10,8
"YAMAMOTO, KAILER",2023-05-17,8
2023 1ST (WSH),2023-06-12,8
"PETERSEN, CAL",2023-04-28,8
"PETERSEN, CAL",2023-05-09,8
"MANTHA, ANTHONY",2023-06-13,8
"BAILEY, JOSH",2023-06-08,8
"CROUSE, LAWSON",2023-05-10,8
"PETERSEN, CAL",2023-05-15,8
2023 1ST (WSH),2023-05-12,8
2023 2ND (STL),2023-06-08,8
2023 3RD (VAN),2023-05-14,8
2023 2ND (STL),2023-06-11,8
"VILARDI, GABRIEL ",2023-05-08,8
"SHARANGOVICH, YEGOR ",2023-05-22,8
2023 2ND (CAR),2023-06-16,8
"VEJMELKA, KAREL",2023-05-24,8
"NECAS, MARTIN",2023-06-01,8
"NECAS, MARTIN",2023-05-31,8
"CROUSE, LAWSON",2023-05-24,8
2023 2ND (CBJ),2023-05-23,8
2023 2ND (CAR),2023-05-18,8
"MANTHA, ANTHONY",2023-05-13,8
"BYFIELD, QUINTON",2023-06-14,8
"MANTHA, ANTHONY",2023-05-12,8
"GARLAND, CONOR",2023-06-04,8
"VEJMELKA, KAREL",2023-06-19,8
2024 1ST (LAK),2023-06-18,8
2023 3RD (WSH),2023-06-14,8
2023 2ND (BOS),2023-05-25,8
2023 2ND (OTT),2023-05-26,8
"PEEKE, ANDREW",2023-06-05,8
"SEELER, NICK",2023-06-12,8
2023 2ND (PHI),2023-06-08,8
"LAFRENIA RE, ALEXIS ",2023-05-23,8
"PEEKE, ANDREW",2023-06-11,8
2023 2ND (PHI),2023-06-13,8
"VEJMELKA, KAREL",2023-06-07,8
2023 2ND (OTT),2023-05-15,8
2024 1ST (LAK),2023-05-18,8
2023 2ND (BUF),2023-06-16,8
"NEWHOOK, ALEX ",2023-05-23,8
"BAILEY, JOSH",2023-05-14,8
2024 1ST (LAK),2023-05-14,8
2024 1ST (OTT),2023-06-06,8
"LAFRENIA RE, ALEXIS ",2023-05-19,8
2023 2ND (ARI),2023-05-23,8
2024 6TH (CHI),2023-05-16,8
"MANTHA, ANTHONY",2023-04-15,8
"NEWHOOK, ALEX ",2023-05-14,8
2024 1ST (LAK),2023-05-08,8
"MANTHA, ANTHONY",2023-05-08,8
2023 5TH (NYR),2023-06-07,8
"SCHMALTZ, NICK",2023-06-19,8
"CROUSE, LAWSON",2023-05-29,8
"SHARANGOVICH, YEGOR ",2023-06-18,8
2023 3RD (TOR),2023-05-15,8
2023 1ST (VAN),2023-06-04,8
2023 4TH (CHI),2023-06-16,8
"HELLEBUYCK, CONNOR",2023-05-14,8
"MILLER, J.T.",2023-05-24,8
"GIBSON, JOHN",2023-06-09,8
"ULLMARK, LINUS",2023-05-25,8
2024 2ND (CBJ),2023-05-18,8
2023 1ST (TOR),2023-06-15,8
"SCHEIFELE, MARK",2023-06-09,8
"NYLANDER, WILLIAM",2023-05-20,8
"SCHEIFELE, MARK",2023-05-17,8
"COMTOIS, MAXIME ",2023-06-09,8
2023 1ST (TBL),2023-06-09,8
2023 1ST (TBL),2023-06-05,8
2023 1ST (TBL),2023-05-25,8
"COMTOIS, MAXIME ",2023-06-08,8
"KONECNY, TRAVIS",2023-05-23,8
"JOSEPH, PIERRE-OLIVIER",2023-06-03,8
"NYLANDER, WILLIAM",2023-05-21,8
"NYLANDER, WILLIAM",2023-05-24,8
2023 2ND (VAN),2023-06-08,8
2023 2ND (VAN),2023-06-09,8
"KELLER, CLAYTON",2023-06-15,8
"VILARDI, GABRIEL ",2023-06-15,8
2023 2ND (VAN),2023-06-14,8
"TURCOTTE, ALEX",2023-05-18,8
"ARVIDSSON, VIKTOR",2023-06-05,8
"LAFRENIERE, ALEXIS ",2023-06-18,8
"GIBSON, JOHN",2023-06-05,8
"CROUSE, LAWSON",2023-06-09,8
"VEJMELKA, KAREL",2023-05-18,8
2023 2ND (CBJ),2023-05-29,8
2023 2ND (CBJ),2023-06-05,8
2023 2ND (CBJ),2023-06-06,8
"CROUSE, LAWSON",2023-05-31,8
"CONNOR, KYLE",2023-05-02,8
"YAMAMOTO, KAILER",2023-06-07,8
"SCHMALTZ, NICK",2023-05-20,8
"YAMAMOTO, KAILER",2023-06-10,8
2023 2ND (TOR),2023-06-16,8
"SCHMALTZ, NICK",2023-05-18,8
2023 3RD (TOR),2023-06-13,8
"VILARDI, GABRIEL ",2023-05-15,8
"FOEGELE, WARREN",2023-06-08,8
"SCHMALTZ, NICK",2023-05-16,8
"COMTOIS, MAXIME ",2023-06-14,8
"TOFFOLI, TYLER",2023-05-30,8
"KONECNY, TRAVIS",2023-05-09,8
"YAMAMOTO, KAILER",2023-06-20,8
"SCHMALTZ, NICK",2023-05-09,8
2023 3RD (DET),2023-06-03,8
"NYLANDER, WILLIAM",2023-05-11,8
"LAUGHTON, SCOTT",2023-06-17,8
2023 3RD (DET),2023-05-02,8
"LAFRENIERE, ALEXIS ",2023-06-16,8
2023 3RD (MIN),2023-05-17,8
"MANTHA, ANTHONY",2023-06-01,8
"SCHEIFELE, MARK",2023-06-05,8
"BOQVIST, ADAM",2023-06-15,8
2023 1ST (COL),2023-05-26,8
2023 1ST (EDM),2023-06-08,8
"DUBOIS, PIERRE-LUC ",2023-04-17,8
"BOESER, BROCK",2023-05-23,8
2024 3RD (VGK),2023-06-16,8
2023 1ST (COL),2023-06-08,8
2023 1ST (COL),2023-06-06,8
"EHLERS, NIKOLAJ",2023-05-08,8
2023 1ST (ARI),2023-05-13,8
2023 1ST (FLA),2023-05-18,8
2023 1ST (FLA),2023-05-25,8
"DURZI, SEAN",2023-05-03,8
2023 1ST (NYI),2023-05-19,8
2024 2ND (PIT),2023-04-22,8
2024 2ND (PIT),2023-06-04,8
"DUBOIS, PIERRE-LUC ",2023-04-21,8
2023 1ST (CHI),2023-05-09,8
2023 1ST (COL),2023-05-23,8
2023 1ST (ARI),2023-05-08,8
2023 1ST (NYI),2023-05-24,8
2024 2ND (PHI),2023-06-01,8
2023 1ST (COL),2023-05-18,8
2023 1ST (COL),2023-05-16,8
"KAKKO, KAAPO",2023-05-17,8
"ROBERTSON, NICHOLAS",2023-06-15,8
2024 2ND (PIT),2023-06-10,8
2023 1ST (NYI),2023-06-03,8
2024 2ND (PIT),2023-06-11,8
2023 1ST (CBJ),2023-05-30,8
"DURZI, SEAN",2023-05-16,8
"DUBOIS, PIERRE-LUC ",2023-04-22,8
2023 1ST (FLA),2023-06-12,8
"ROSLOVIC, JACK",2023-05-15,8
"DUBOIS, PIERRE-LUC ",2023-04-30,8
2023 1ST (CAR),2023-06-01,8
2023 1ST (NSH),2023-06-15,8
"BJORKSTRAND, OLIVER",2023-05-20,8
"DUBOIS, PIERRE-LUC ",2023-05-03,8
"DUBOIS, PIERRE-LUC ",2023-05-04,8
"BOESER, BROCK",2023-05-11,8
"ROSLOVIC, JACK",2023-04-28,8
2023 1ST (NYI),2023-04-28,8
2023 1ST (CAR),2023-06-10,8
"ROSLOVIC, JACK",2023-05-09,8
2023 1ST (CGY),2023-05-18,8
2024 2ND (PIT),2023-05-13,8
"HART, CARTER",2023-06-16,8
2023 1ST (NYI),2023-05-15,8
"DUBA, DILLON",2023-05-20,8
"DUBOIS, PIERRE-LUC ",2023-05-06,8
"EHLERS, NIKOLAJ",2023-05-16,8
"LINDHOLM, ELIAS",2023-06-08,8
"LINDHOLM, ELIAS",2023-05-15,8
2023 1ST (FLA),2023-05-03,8
"DUBOIS, PIERRE-LUC ",2023-05-19,8
"DUBOIS, PIERRE-LUC ",2023-05-20,8
"DUBOIS, PIERRE-LUC ",2023-05-21,8
2024 4TH (TBL),2023-06-09,8
"ROBERTSON, NICHOLAS",2023-06-05,8
"LOWRY, ADAM",2023-05-23,8
"DURZI, SEAN",2023-05-18,8
"DURZI, SEAN",2023-06-13,8
2023 1ST (ARI),2023-05-09,8
2023 1ST (CAR),2023-05-24,8
2024 3RD (NYI),2023-06-08,8
"RADDYSH, TAYLOR",2023-06-08,8
"PROVOROV, IVAN",2023-05-30,8
2023 1ST (BUF),2023-06-07,8
2024 2ND (PIT),2023-06-18,8
2023 1ST (BUF),2023-06-10,8
2024 2ND (PIT),2023-06-13,8
"LINDHOLM, ELIAS",2023-06-13,8
2023 1ST (FLA),2023-06-19,8
2023 1ST (NYI),2023-06-12,8
"DVORAK, CHRISTIAN",2023-04-29,8
2023 1ST (BOS),2023-05-19,8
2023 1ST (BOS),2023-05-16,8
"DURZI, SEAN",2023-06-05,8
"ROSLOVIC, JACK",2023-06-19,8
"DVORAK, CHRISTIAN",2023-06-07,8
2023 1ST (NYI),2023-06-13,8
2023 1ST (COL),2023-05-01,8
"BOESER, BROCK",2023-06-07,8
2024 3RD (NYI),2023-06-06,8
"EHLERS, NIKOLAJ",2023-04-29,8
2023 1ST (FLA),2023-06-14,8
2023 2ND (COL),2023-06-15,7
2023 1ST (TBL),2023-05-31,7
"EKMAN-LARSSON, OLIVER",2023-06-12,7
"VEJMELKA, KAREL",2023-06-11,7
"TANEV, CHRISTOPHER",2023-05-31,7
"DRURY, JACK",2023-06-17,7
"JOSEPH, MATHIEU",2023-06-12,7
"HELLEBUYCK, CONNOR",2023-05-12,7
"KIDNEY, RILEY",2023-04-28,7
2023 1ST (EDM),2023-06-13,7
2023 2ND (VAN),2023-05-01,7
2023 1ST (TBL),2023-05-26,7
"DUBA, DILLON",2023-05-25,7
2023 2ND (EDM),2023-06-19,7
"WALKER, SEAN",2023-05-19,7
"ULLMARK, LINUS",2023-06-01,7
2024 3RD (BOS),2023-06-14,7
"ULLMARK, LINUS",2023-06-02,7
2023 1ST (TBL),2023-05-29,7
2023 2ND (VAN),2023-06-16,7
"ULLMARK, LINUS",2023-06-05,7
2024 3RD (CGY),2023-05-13,7
2023 1ST (VAN),2023-06-13,7
"LAFRENIA RE, ALEXIS ",2023-06-02,7
2024 2ND (COL),2023-06-11,7
"VEJMELKA, KAREL",2023-06-06,7
2023 1ST (MTL),2023-05-14,7
"TURCOTTE, ALEX",2023-06-16,7
2023 1ST (CAR),2023-06-02,7
2023 2ND (CHI),2023-06-16,7
2023 4TH (ARI),2023-05-19,7
2023 1ST (CAR),2023-06-04,7
2023 3RD (CHI),2023-05-15,7
2023 1ST (MTL),2023-05-15,7
2023 1ST (CBJ),2023-06-15,7
"LINDHOLM, ELIAS",2023-04-28,7
2023 2ND (VAN),2023-06-06,7
"DRURY, JACK",2023-06-15,7
2023 1ST (CBJ),2023-06-13,7
"DUBA, DILLON",2023-05-18,7
2023 1ST (CAR),2023-06-12,7
2023 1ST (FLA),2023-04-25,7
"VEJMELKA, KAREL",2023-06-16,7
2023 1ST (CAR),2023-06-17,7
"VEJMELKA, KAREL",2023-06-15,7
"TURCOTTE, ALEX",2023-05-16,7
2024 2ND (BOS),2023-05-18,7
"FAKSA, RADEK",2023-06-01,7
2023 2ND (EDM),2023-06-11,7
"TANEV, CHRISTOPHER",2023-05-19,7
"TURCOTTE, ALEX",2023-06-07,7
2024 3RD (BOS),2023-06-13,7
"JOSEPH, MATHIEU",2023-06-01,7
"TURCOTTE, ALEX",2023-06-12,7
"DURZI, SEAN",2023-05-09,7
"PICKERING, OWEN",2023-06-19,7
2023 1ST (TBL),2023-06-17,7
2024 3RD (CAR),2023-05-25,7
"MANTHA, ANTHONY",2023-06-14,7
"CONNOR, KYLE",2023-05-25,7
"TANEV, CHRISTOPHER",2023-06-07,7
"KEMPE, ADRIAN",2023-05-18,7
2023 2ND (TBL),2023-06-17,7
"FOLIGNO, MARCUS",2023-05-22,7
2023 1ST (TBL),2023-06-11,7
2023 2ND (TBL),2023-06-16,7
"HANIFIN, NOAH",2023-05-19,7
2023 4TH (CGY),2023-06-09,7
"NECAS, MARTIN",2023-06-17,7
"BEMSTRAM, EMIL",2023-06-05,7
"SCHEIFELE, MARK",2023-06-19,7
2023 4TH (CHI),2023-06-09,7
"SCHEIFELE, MARK",2023-06-14,7
2023 1ST (CBJ),2023-05-29,7
"VEJMELKA, KAREL",2023-04-14,7
2023 2ND (TBL),2023-05-18,7
"DUBE, DILLON",2023-06-19,7
2023 3RD (DET),2023-06-16,7
"NECAS, MARTIN",2023-05-29,7
2023 3RD (DET),2023-05-31,7
2023 3RD (DET),2023-06-13,7
2023 1ST (BUF),2023-05-13,7
2023 3RD (DET),2023-06-02,7
2023 1ST (DET),2023-06-11,7
"NECAS, MARTIN",2023-06-02,7
2023 4TH (CHI),2023-06-07,7
"DUBA, DILLON",2023-06-07,7
2023 1ST (CBJ),2023-05-18,7
"DEMELO, DYLAN",2023-05-25,7
2023 1ST (TBL),2023-06-02,7
2023 2ND (DET),2023-06-01,7
"ARVIDSSON, VIKTOR",2023-06-17,7
"ULLMARK, LINUS",2023-06-14,7
2023 1ST (VAN),2023-05-29,7
2023 1ST (VAN),2023-05-28,7
2023 1ST (VAN),2023-05-24,7
"KONECNY, TRAVIS",2023-05-27,7
2023 2ND (TOR),2023-06-11,7
2023 1ST (VAN),2023-05-19,7
2024 2ND (CAR),2023-05-30,7
"DEMELO, DYLAN",2023-05-24,7
2023 2ND (TOR),2023-06-06,7
"HANIFIN, NOAH",2023-05-17,7
2023 1ST (TBL),2023-06-08,7
"LAFRENIERE, ALEXIS ",2023-06-20,7
2023 1ST (EDM),2023-05-24,7
2023 1ST (VAN),2023-05-11,7
2023 4TH (DET),2023-04-25,7
2023 1ST (CBJ),2023-06-09,7
"ROBERTSON, NICHOLAS",2023-05-18,7
2023 3RD (DAL),2023-05-20,7
"HANIFIN, NOAH",2023-06-10,7
"DURZI, SEAN",2023-05-14,7
"FOLIGNO, MARCUS",2023-05-03,7
"BLACKWOOD, MACKENZIE ",2023-06-19,7
2023 3RD (DAL),2023-06-05,7
"ADDISON, CALEN ",2023-06-09,7
2023 3RD (COL),2023-06-14,7
"SCHMALTZ, NICK",2023-06-09,7
"HELLEBUYCK, CONNOR",2023-05-11,7
2023 2ND (ARI),2023-05-13,7
"GIRARD, SAMUEL",2023-06-13,7
2023 2ND (CAR),2023-06-15,7
2023 1ST (FLA),2023-06-02,7
2023 1ST (FLA),2023-06-10,7
"MARNER, MITCHELL",2023-05-16,7
2023 2ND (CAR),2023-06-09,7
"GOODROW, BARCLAY",2023-05-30,7
