,team_traded_x,team_trade_with_x,Count_x,team_traded_y,team_trade_with_y,Count_y,total
655,PHI,CBJ,255,CBJ,PHI,107,362
656,PHI,CGY,35,CGY,PHI,33,68
657,PHI,CHI,17,CHI,PHI,49,66
658,PHI,COL,96,COL,PHI,66,162
659,PHI,DAL,48,DAL,PHI,6,54
660,PHI,DET,120,DET,PHI,79,199
661,PHI,EDM,92,EDM,PHI,209,301
662,PHI,FLA,26,FLA,PHI,7,33
663,PHI,LAK,108,LAK,PHI,37,145
664,PHI,MIN,47,MIN,PHI,21,68
665,PHI,MTL,63,MTL,PHI,156,219
666,PHI,NJD,13,NJD,PHI,24,37
667,PHI,NSH,31,NSH,PHI,12,43
668,PHI,NYI,30,NYI,PHI,11,41
669,PHI,NYR,25,NYR,PHI,27,52
670,PHI,OTT,83,OTT,PHI,164,247
671,PHI,PIT,27,PIT,PHI,84,111
672,PHI,SEA,77,SEA,PHI,13,90
673,PHI,SJS,32,SJS,PHI,9,41
674,PHI,STL,48,STL,PHI,36,84
675,PHI,TBL,39,TBL,PHI,38,77
676,PHI,TOR,158,TOR,PHI,694,852
677,PHI,VAN,66,VAN,PHI,78,144
678,PHI,VGK,27,VGK,PHI,8,35
679,PHI,WPG,42,WPG,PHI,65,107
680,PHI,WSH,33,WSH,PHI,38,71
681,PIT,ANA,384,ANA,PIT,51,435
682,PIT,ARI,406,ARI,PIT,30,436
683,PIT,BOS,183,BOS,PIT,218,401
684,PIT,BUF,142,BUF,PIT,85,227
685,PIT,CAR,54,CAR,PIT,16,70
686,PIT,CBJ,143,CBJ,PIT,24,167
687,PIT,CGY,196,CGY,PIT,91,287
688,PIT,CHI,221,CHI,PIT,129,350
689,PIT,COL,94,COL,PIT,50,144
690,PIT,DAL,79,DAL,PIT,7,86
691,PIT,DET,249,DET,PIT,83,332
692,PIT,EDM,107,EDM,PIT,78,185
693,PIT,FLA,91,FLA,PIT,6,97
694,PIT,LAK,105,LAK,PIT,20,125
695,PIT,MIN,167,MIN,PIT,80,247
696,PIT,MTL,140,MTL,PIT,199,339
697,PIT,NJD,74,NJD,PIT,38,112
698,PIT,NSH,131,NSH,PIT,16,147
699,PIT,NYI,33,NYI,PIT,9,42
700,PIT,NYR,19,NYR,PIT,8,27
701,PIT,OTT,177,OTT,PIT,84,261
702,PIT,PHI,84,PHI,PIT,27,111
703,PIT,SEA,184,SEA,PIT,18,202
704,PIT,SJS,110,SJS,PIT,40,150
705,PIT,STL,86,STL,PIT,52,138
706,PIT,TBL,56,TBL,PIT,11,67
707,PIT,TOR,183,TOR,PIT,392,575
708,PIT,VAN,278,VAN,PIT,216,494
709,PIT,VGK,53,VGK,PIT,14,67
710,PIT,WPG,237,WPG,PIT,86,323
711,PIT,WSH,39,WSH,PIT,7,46
712,SEA,ANA,9,ANA,SEA,13,22
713,SEA,ARI,21,ARI,SEA,10,31
714,SEA,BOS,12,BOS,SEA,139,151
715,SEA,BUF,11,BUF,SEA,105,116
716,SEA,CAR,13,CAR,SEA,11,24
717,SEA,CBJ,10,CBJ,SEA,16,26
718,SEA,CGY,24,CGY,SEA,39,63
719,SEA,CHI,9,CHI,SEA,26,35
720,SEA,COL,7,COL,SEA,10,17
721,SEA,DAL,1,DAL,SEA,13,14
722,SEA,DET,5,DET,SEA,12,17
723,SEA,EDM,5,EDM,SEA,83,88
724,SEA,FLA,4,FLA,SEA,9,13
725,SEA,LAK,8,LAK,SEA,15,23
726,SEA,MIN,3,MIN,SEA,18,21
727,SEA,MTL,5,MTL,SEA,65,70
728,SEA,NJD,2,NJD,SEA,28,30
729,SEA,NSH,6,NSH,SEA,17,23
730,SEA,NYI,12,NYI,SEA,17,29
731,SEA,NYR,3,NYR,SEA,50,53
732,SEA,OTT,19,OTT,SEA,71,90
733,SEA,PHI,13,PHI,SEA,77,90
734,SEA,PIT,18,PIT,SEA,184,202
735,SEA,SJS,17,SJS,SEA,35,52
736,SEA,STL,11,STL,SEA,14,25
737,SEA,TOR,15,TOR,SEA,219,234
738,SEA,VAN,8,VAN,SEA,37,45
739,SEA,VGK,6,VGK,SEA,6,12
740,SEA,WPG,19,WPG,SEA,67,86
741,SEA,WSH,4,WSH,SEA,38,42
742,SJS,ANA,18,ANA,SJS,4,22
743,SJS,ARI,37,ARI,SJS,11,48
744,SJS,BOS,23,BOS,SJS,48,71
745,SJS,BUF,29,BUF,SJS,74,103
746,SJS,CAR,15,CAR,SJS,24,39
747,SJS,CBJ,20,CBJ,SJS,22,42
748,SJS,CGY,13,CGY,SJS,25,38
749,SJS,CHI,12,CHI,SJS,27,39
750,SJS,COL,21,COL,SJS,23,44
751,SJS,DAL,19,DAL,SJS,6,25
752,SJS,DET,26,DET,SJS,48,74
753,SJS,EDM,51,EDM,SJS,121,172
754,SJS,FLA,17,FLA,SJS,15,32
755,SJS,LAK,15,LAK,SJS,7,22
756,SJS,MIN,7,MIN,SJS,16,23
757,SJS,MTL,17,MTL,SJS,62,79
758,SJS,NJD,16,NJD,SJS,42,58
759,SJS,NSH,15,NSH,SJS,16,31
760,SJS,NYI,38,NYI,SJS,13,51
761,SJS,NYR,19,NYR,SJS,35,54
762,SJS,OTT,21,OTT,SJS,56,77
763,SJS,PHI,9,PHI,SJS,32,41
764,SJS,PIT,40,PIT,SJS,110,150
765,SJS,SEA,35,SEA,SJS,17,52
766,SJS,STL,19,STL,SJS,30,49
767,SJS,TBL,11,TBL,SJS,29,40
768,SJS,TOR,86,TOR,SJS,466,552
769,SJS,VAN,24,VAN,SJS,43,67
770,SJS,VGK,6,VGK,SJS,7,13
771,SJS,WPG,15,WPG,SJS,18,33
772,SJS,WSH,33,WSH,SJS,42,75
773,STL,ANA,48,ANA,STL,14,62
774,STL,ARI,65,ARI,STL,18,83
775,STL,BOS,20,BOS,STL,45,65
776,STL,BUF,23,BUF,STL,48,71
777,STL,CAR,18,CAR,STL,11,29
778,STL,CBJ,32,CBJ,STL,25,57
779,STL,CGY,41,CGY,STL,38,79
780,STL,CHI,20,CHI,STL,22,42
781,STL,COL,3,COL,STL,7,10
782,STL,DAL,4,DAL,STL,3,7
783,STL,DET,21,DET,STL,28,49
784,STL,EDM,29,EDM,STL,60,89
785,STL,FLA,28,FLA,STL,6,34
786,STL,LAK,12,LAK,STL,11,23
787,STL,MIN,6,MIN,STL,17,23
788,STL,MTL,13,MTL,STL,47,60
789,STL,NJD,6,NJD,STL,28,34
790,STL,NSH,6,NSH,STL,4,10
791,STL,NYI,21,NYI,STL,11,32
792,STL,NYR,11,NYR,STL,20,31
793,STL,OTT,18,OTT,STL,38,56
794,STL,PHI,36,PHI,STL,48,84
795,STL,PIT,52,PIT,STL,86,138
796,STL,SEA,14,SEA,STL,11,25
797,STL,SJS,30,SJS,STL,19,49
798,STL,TBL,17,TBL,STL,18,35
799,STL,TOR,34,TOR,STL,211,245
800,STL,VAN,12,VAN,STL,29,41
801,STL,VGK,9,VGK,STL,2,11
802,STL,WPG,13,WPG,STL,26,39
803,STL,WSH,14,WSH,STL,19,33
804,TBL,ANA,35,ANA,TBL,12,47
805,TBL,ARI,96,ARI,TBL,9,105
806,TBL,BOS,2,BOS,TBL,4,6
807,TBL,BUF,20,BUF,TBL,53,73
808,TBL,CAR,11,CAR,TBL,12,23
809,TBL,CBJ,20,CBJ,TBL,12,32
810,TBL,CGY,10,CGY,TBL,10,20
811,TBL,CHI,59,CHI,TBL,74,133
812,TBL,COL,7,COL,TBL,4,11
813,TBL,DAL,3,DAL,TBL,1,4
814,TBL,DET,23,DET,TBL,23,46
815,TBL,EDM,6,EDM,TBL,12,18
816,TBL,LAK,8,LAK,TBL,1,9
817,TBL,MIN,16,MIN,TBL,5,21
818,TBL,MTL,12,MTL,TBL,47,59
819,TBL,NJD,25,NJD,TBL,87,112
820,TBL,NSH,15,NSH,TBL,5,20
821,TBL,NYI,5,NYI,TBL,3,8
822,TBL,NYR,12,NYR,TBL,14,26
823,TBL,OTT,20,OTT,TBL,46,66
824,TBL,PHI,38,PHI,TBL,39,77
825,TBL,PIT,11,PIT,TBL,56,67
826,TBL,SJS,29,SJS,TBL,11,40
827,TBL,STL,18,STL,TBL,17,35
828,TBL,TOR,6,TOR,TBL,33,39
829,TBL,VAN,16,VAN,TBL,68,84
830,TBL,VGK,3,VGK,TBL,1,4
831,TBL,WPG,31,WPG,TBL,29,60
832,TBL,WSH,8,WSH,TBL,4,12
833,TOR,ANA,491,ANA,TOR,38,529
834,TOR,ARI,919,ARI,TOR,51,970
835,TOR,BOS,66,BOS,TOR,14,80
836,TOR,BUF,235,BUF,TOR,49,284
837,TOR,CAR,345,CAR,TOR,110,455
838,TOR,CBJ,299,CBJ,TOR,57,356
839,TOR,CGY,695,CGY,TOR,183,878
840,TOR,CHI,692,CHI,TOR,197,889
841,TOR,COL,194,COL,TOR,42,236
842,TOR,DAL,154,DAL,TOR,19,173
843,TOR,DET,196,DET,TOR,111,307
844,TOR,EDM,176,EDM,TOR,42,218
845,TOR,FLA,50,FLA,TOR,12,62
846,TOR,LAK,401,LAK,TOR,40,441
847,TOR,MIN,182,MIN,TOR,23,205
848,TOR,MTL,120,MTL,TOR,74,194
849,TOR,NJD,135,NJD,TOR,71,206
850,TOR,NSH,229,NSH,TOR,32,261
851,TOR,NYI,155,NYI,TOR,44,199
852,TOR,NYR,200,NYR,TOR,74,274
853,TOR,OTT,121,OTT,TOR,42,163
854,TOR,PHI,694,PHI,TOR,158,852
855,TOR,PIT,392,PIT,TOR,183,575
856,TOR,SEA,219,SEA,TOR,15,234
857,TOR,SJS,466,SJS,TOR,86,552
858,TOR,STL,211,STL,TOR,34,245
859,TOR,TBL,33,TBL,TOR,6,39
860,TOR,VAN,365,VAN,TOR,104,469
861,TOR,VGK,91,VGK,TOR,10,101
862,TOR,WPG,512,WPG,TOR,99,611
863,TOR,WSH,319,WSH,TOR,70,389
864,VAN,ANA,309,ANA,VAN,47,356
865,VAN,ARI,235,ARI,VAN,50,285
866,VAN,BOS,92,BOS,VAN,44,136
867,VAN,BUF,74,BUF,VAN,83,157
868,VAN,CAR,108,CAR,VAN,43,151
869,VAN,CBJ,178,CBJ,VAN,65,243
870,VAN,CGY,59,CGY,VAN,27,86
871,VAN,CHI,256,CHI,VAN,231,487
872,VAN,COL,35,COL,VAN,26,61
873,VAN,DAL,68,DAL,VAN,11,79
874,VAN,DET,112,DET,VAN,99,211
875,VAN,EDM,22,EDM,VAN,48,70
876,VAN,FLA,88,FLA,VAN,12,100
877,VAN,LAK,47,LAK,VAN,6,53
878,VAN,MIN,45,MIN,VAN,20,65
879,VAN,MTL,96,MTL,VAN,103,199
880,VAN,NJD,73,NJD,VAN,58,131
881,VAN,NSH,166,NSH,VAN,39,205
882,VAN,NYI,49,NYI,VAN,32,81
883,VAN,NYR,78,NYR,VAN,49,127
884,VAN,OTT,94,OTT,VAN,45,139
885,VAN,PHI,78,PHI,VAN,66,144
886,VAN,PIT,216,PIT,VAN,278,494
887,VAN,SEA,37,SEA,VAN,8,45
888,VAN,SJS,43,SJS,VAN,24,67
889,VAN,STL,29,STL,VAN,12,41
890,VAN,TBL,68,TBL,VAN,16,84
891,VAN,TOR,104,TOR,VAN,365,469
892,VAN,VGK,25,VGK,VAN,7,32
893,VAN,WPG,105,WPG,VAN,66,171
894,VAN,WSH,113,WSH,VAN,44,157
895,VGK,ANA,9,ANA,VGK,15,24
896,VGK,ARI,13,ARI,VGK,13,26
897,VGK,BOS,6,BOS,VGK,21,27
898,VGK,BUF,8,BUF,VGK,61,69
899,VGK,CAR,7,CAR,VGK,13,20
900,VGK,CBJ,3,CBJ,VGK,20,23
901,VGK,CGY,4,CGY,VGK,10,14
902,VGK,CHI,16,CHI,VGK,24,40
903,VGK,COL,4,COL,VGK,10,14
904,VGK,DAL,2,DAL,VGK,2,4
905,VGK,DET,11,DET,VGK,20,31
906,VGK,EDM,3,EDM,VGK,9,12
907,VGK,FLA,4,FLA,VGK,9,13
908,VGK,LAK,5,LAK,VGK,2,7
909,VGK,MIN,5,MIN,VGK,3,8
910,VGK,MTL,4,MTL,VGK,38,42
911,VGK,NJD,3,NJD,VGK,23,26
912,VGK,NSH,2,NSH,VGK,5,7
913,VGK,NYI,4,NYI,VGK,6,10
914,VGK,NYR,2,NYR,VGK,24,26
915,VGK,OTT,19,OTT,VGK,41,60
916,VGK,PHI,8,PHI,VGK,27,35
917,VGK,PIT,14,PIT,VGK,53,67
918,VGK,SEA,6,SEA,VGK,6,12
919,VGK,SJS,7,SJS,VGK,6,13
920,VGK,STL,2,STL,VGK,9,11
921,VGK,TBL,1,TBL,VGK,3,4
922,VGK,TOR,10,TOR,VGK,91,101
923,VGK,VAN,7,VAN,VGK,25,32
924,VGK,WPG,6,WPG,VGK,22,28
925,VGK,WSH,4,WSH,VGK,8,12
926,WPG,ANA,66,ANA,WPG,10,76
927,WPG,ARI,111,ARI,WPG,18,129
928,WPG,BOS,75,BOS,WPG,63,138
929,WPG,BUF,194,BUF,WPG,304,498
930,WPG,CAR,177,CAR,WPG,147,324
931,WPG,CBJ,75,CBJ,WPG,52,127
932,WPG,CGY,63,CGY,WPG,43,106
933,WPG,CHI,68,CHI,WPG,32,100
934,WPG,COL,95,COL,WPG,89,184
935,WPG,DAL,26,DAL,WPG,8,34
936,WPG,DET,185,DET,WPG,128,313
937,WPG,EDM,66,EDM,WPG,127,193
938,WPG,FLA,73,FLA,WPG,12,85
939,WPG,LAK,183,LAK,WPG,83,266
940,WPG,MIN,60,MIN,WPG,22,82
941,WPG,MTL,326,MTL,WPG,618,944
942,WPG,NJD,111,NJD,WPG,104,215
943,WPG,NSH,28,NSH,WPG,20,48
944,WPG,NYI,40,NYI,WPG,43,83
945,WPG,NYR,76,NYR,WPG,44,120
946,WPG,OTT,81,OTT,WPG,76,157
947,WPG,PHI,65,PHI,WPG,42,107
948,WPG,PIT,86,PIT,WPG,237,323
949,WPG,SEA,67,SEA,WPG,19,86
950,WPG,SJS,18,SJS,WPG,15,33
951,WPG,STL,26,STL,WPG,13,39
952,WPG,TBL,29,TBL,WPG,31,60
953,WPG,TOR,99,TOR,WPG,512,611
954,WPG,VAN,66,VAN,WPG,105,171
955,WPG,VGK,22,VGK,WPG,6,28
956,WPG,WSH,111,WSH,WPG,75,186
957,WSH,ANA,35,ANA,WSH,14,49
958,WSH,ARI,133,ARI,WSH,27,160
959,WSH,BOS,32,BOS,WSH,61,93
960,WSH,BUF,17,BUF,WSH,62,79
961,WSH,CAR,30,CAR,WSH,20,50
962,WSH,CBJ,109,CBJ,WSH,29,138
963,WSH,CGY,42,CGY,WSH,34,76
964,WSH,CHI,70,CHI,WSH,98,168
965,WSH,COL,79,COL,WSH,74,153
966,WSH,DAL,10,DAL,WSH,4,14
967,WSH,DET,12,DET,WSH,31,43
968,WSH,EDM,18,EDM,WSH,79,97
969,WSH,FLA,11,FLA,WSH,8,19
970,WSH,LAK,24,LAK,WSH,13,37
971,WSH,MIN,26,MIN,WSH,21,47
972,WSH,MTL,74,MTL,WSH,186,260
973,WSH,NJD,28,NJD,WSH,46,74
974,WSH,NSH,14,NSH,WSH,11,25
975,WSH,NYI,6,NYI,WSH,2,8
976,WSH,NYR,14,NYR,WSH,31,45
977,WSH,OTT,67,OTT,WSH,67,134
978,WSH,PHI,38,PHI,WSH,33,71
979,WSH,PIT,7,PIT,WSH,39,46
980,WSH,SEA,38,SEA,WSH,4,42
981,WSH,SJS,42,SJS,WSH,33,75
982,WSH,STL,19,STL,WSH,14,33
983,WSH,TBL,4,TBL,WSH,8,12
984,WSH,TOR,70,TOR,WSH,319,389
985,WSH,VAN,44,VAN,WSH,113,157
986,WSH,VGK,8,VGK,WSH,4,12
987,WSH,WPG,75,WPG,WSH,111,186
